ID,X,Y,angle,primary_function,secondary_function,expert_primary,expert_secondary
0,5.017640591,52.307058422,0,4.0
1,5.01460433,52.30508384,0,3.0
2,5.003387332,52.307747209,0,2.0
3,5.002695322,52.310954848,0,1.0
4,5.01271069,52.320628832,0,4.0
5,5.016025901,52.312945566,0,5.0
6,5.033336878,52.325946983,0,4.0
7,5.02548337,52.336578089,0,4.0
8,5.030236244,52.333736165,0,4.0
9,5.001155734,52.346803568,0,4.0
10,5.002335906,52.351338729,0,5.0
11,5.005930066,52.349169512,0,5.0
12,5.008558631,52.345532067,0,2.0
13,5.009191632,52.35161397,0,4.0
14,5.067427754,52.414366593,0,3.0
15,5.042054057,52.405914187,0,3.0
16,5.000903606,52.391410758,0,2.0
17,5.005329251,52.396255584,0,4.0
18,5.015618205,52.401142427,0,5.0
19,5.020295978,52.405289109,0,2.0
20,5.014352202,52.399944497,0,2.0
21,5.019276738,52.419107478,0,4.0
22,5.008649826,52.422545854,0,4.0
23,4.987723231,52.427181186,0,1.5
24,4.969913363,52.422725781,0,4.0
25,4.968443513,52.422660353,0,1.0
26,4.944727421,52.408866005,0,4.0
27,4.945719838,52.408686021,0,4.0
28,4.953342676,52.411284254,0,1.0
29,4.983989596,52.40266434,0,2.0
30,4.980840683,52.401345352,0,2.0
31,4.982219338,52.398275195,0,4.0
32,4.99833405,52.391129217,0,4.0
33,4.996424317,52.379443722,0,4.0
34,4.972005486,52.382917935,0,1.0
35,4.983721375,52.387308607,0,2.0
36,4.969494939,52.387167824,0,1.0
37,4.955976605,52.387233305,0,2.0
38,4.959946275,52.388189308,0,2.0
39,4.956362844,52.377649206,0,4.0
40,4.958766103,52.378991826,0,1.0
41,4.946229458,52.385828728,0,4.0
42,4.948847294,52.388244966,0,5.0
43,4.951100349,52.389953932,0,4.0
44,4.948686361,52.390422086,0,3.0
45,4.947264791,52.39033042,0,4.0
46,4.948337674,52.389511964,0,4.0
47,4.946685433,52.390189646,0,4.0
